OBJECTID,Codigo,Texto,Cod_Prov,Cod_CCAA,FechaId,NUTS_0,NUTS_1,NUTS_2,NUTS_3,PAD_2C02,PAD_2C03,PAD_2C04,PAD_2C05,PAD_2C06,PAD_2C07,PAD_2C08,PAD_2C09,PAD_2C10,PAD_2C11,PAD_2C12,PAD_2C13,PAD_2C14,PAD_2C15,PAD_2C16,PAD_2C17,PAD_2C18,PAD_2C19,PAD_2C20,PAD_2C21,PAD_2C22,PAD_2C23,PAD_2C24,PAD_2C25,PAD_2C26,PAD_2C27,PAD_2C28,PAD_2C29,PAD_2C30,PAD_2C31,PAD_2C32,PAD_2C33,PAD_2C34,PAD_2C35,PAD_2C36,PAD_2C37,PAD_2C38,PAD_2C39,PAD_2C40,PAD_2C41,PAD_2C42,PAD_2C43,PAD_2C44,PAD_2C45,PAD_2C46,PAD_2C47,PAD_2C48,PAD_2C49,PAD_2C50,PAD_2C51,PAD_2C52,PAD_2C53,PAD_2C54,PAD_2C55,PAD_2C56,PAD_2C57,PAD_2C58,PAD_3C03,PAD_3C04,PAD_3C05,PAD_3C06,PAD_3C07,PAD_3C08,PAD_3C09,PAD_3C10,PAD_3C100,PAD_3C101,PAD_3C102,PAD_3C103,PAD_3C104,PAD_3C105,PAD_3C106,PAD_3C107,PAD_3C108,PAD_3C109,PAD_3C11,PAD_3C110,PAD_3C111,PAD_3C112,PAD_3C12,PAD_3C13,PAD_3C14,PAD_3C15,PAD_3C16,PAD_3C17,PAD_3C18,PAD_3C19,PAD_3C20,PAD_3C21,PAD_3C22,PAD_3C23,PAD_3C24,PAD_3C25,PAD_3C26,PAD_3C27,PAD_3C28,PAD_3C29,PAD_3C30,PAD_3C31,PAD_3C32,PAD_3C33,PAD_3C34,PAD_3C35,PAD_3C36,PAD_3C37,PAD_3C38,PAD_3C39,PAD_3C40,PAD_3C41,PAD_3C42,PAD_3C43,PAD_3C44,PAD_3C45,PAD_3C46,PAD_3C47,PAD_3C48,PAD_3C49,PAD_3C50,PAD_3C51,PAD_3C52,PAD_3C53,PAD_3C54,PAD_3C55,PAD_3C56,PAD_3C57,PAD_3C58,PAD_3C59,PAD_3C60,PAD_3C61,PAD_3C62,PAD_3C63,PAD_3C64,PAD_3C65,PAD_3C66,PAD_3C67,PAD_3C68,PAD_3C69,PAD_3C70,PAD_3C71,PAD_3C72,PAD_3C73,PAD_3C74,PAD_3C75,PAD_3C76,PAD_3C77,PAD_3C78,PAD_3C79,PAD_3C80,PAD_3C81,PAD_3C82,PAD_3C83,PAD_3C84,PAD_3C85,PAD_3C86,PAD_3C87,PAD_3C88,PAD_3C89,PAD_3C90,PAD_3C91,PAD_3C92,PAD_3C93,PAD_3C94,PAD_3C95,PAD_3C96,PAD_3C97,PAD_3C98,PAD_3C99,PAD_3_COD_PROV,PAD_3_COD_CCAA,Shape__Area,Shape__Length
5959,40063,Cuéllar,40,07,01012017,ES,ES4,ES41,ES416,9524,374,422,413,428,436,534,536,656,749,826,778,728,551,496,428,386,394,389,4807,198,218,195,204,234,271,285,347,388,413,412,389,299,258,206,178,159,153,4717,176,204,218,224,202,263,251,309,361,413,366,339,252,238,222,208,235,236,8240,1284,1081,0,602,5,6,7,18,1,0,0,4,6,3,0,1,8,4,8,0,0,1,456,4,0,0,87,0,80,0,1,93,1,1,7,30,1,0,0,5,13,4,0,1,19,15,4,0,4807,4154,653,546,0,312,3,4,3,4,1,219,2,0,0,57,0,50,0,1,37,0,1,4,12,0,0,0,1,7,1,0,0,11,7,4,0,4717,4086,631,535,0,290,2,2,4,0,0,237,2,0,0,30,0,30,0,0,56,1,0,3,40,07,485649456.260498,177674.561823428
5960,40065,Chañe,40,07,01012017,ES,ES4,ES41,ES416,813,24,22,14,33,67,44,51,65,82,95,55,43,51,34,46,24,32,31,398,14,12,9,16,36,26,26,28,35,31,31,21,31,18,23,10,16,15,415,10,10,5,17,31,18,25,37,47,64,24,22,20,16,23,14,16,16,535,278,273,0,22,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,5,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,398,294,104,103,0,10,0,0,0,0,0,93,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,415,241,174,170,0,12,0,0,6,0,0,152,0,0,0,0,0,0,0,0,4,0,0,0,40,07,62604426.2080078,43256.7132865506
5961,40068,Domingo García,40,07,01012017,ES,ES4,ES41,ES416,27,0,0,2,1,0,0,2,2,1,2,3,1,5,4,2,1,1,0,16,0,0,1,0,0,0,1,1,1,1,3,1,2,2,1,1,1,0,11,0,0,1,1,0,0,1,1,0,1,0,0,3,2,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,07,31322261.1430664,29529.0143490693
5962,40069,Donhierro,40,07,01012017,ES,ES4,ES41,ES416,92,1,6,3,3,11,4,3,3,6,6,9,6,6,7,2,5,7,4,50,0,3,3,1,5,3,3,1,4,4,5,5,2,5,1,0,2,3,42,1,3,0,2,6,1,0,2,2,2,4,1,4,2,1,5,5,1,89,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,48,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,41,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,07,30365907.2758789,25698.8333776967
5963,40070,Duruelo,40,07,01012017,ES,ES4,ES41,ES416,175,3,4,5,7,9,6,6,18,12,8,21,20,16,11,11,4,6,8,106,2,2,4,5,5,2,4,13,7,8,10,12,11,5,6,4,3,3,69,1,2,1,2,4,4,2,5,5,0,11,8,5,6,5,0,3,5,163,12,10,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,106,98,8,7,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69,65,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40,07,30545156.2266846,25833.6188712026
5964,40071,Encinas,40,07,01012017,ES,ES4,ES41,ES416,43,0,1,1,0,1,3,1,3,4,1,3,3,0,4,7,4,3,4,22,0,0,0,0,0,2,1,1,3,1,1,2,0,4,1,2,1,3,21,0,1,1,0,1,1,0,2,1,0,2,1,0,0,6,2,2,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,07,31320502.604126,30563.8563438189
5965,40072,Encinillas,40,07,01012017,ES,ES4,ES41,ES416,284,23,20,14,5,6,17,35,44,39,17,16,12,7,7,8,2,6,6,157,11,12,8,3,3,9,21,20,25,11,6,7,5,5,3,1,4,3,127,12,8,6,2,3,8,14,24,14,6,10,5,2,2,5,1,2,3,278,6,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,157,153,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,127,125,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,40,07,14550146.0900879,18052.7283739424
5966,40073,Escalona del Prado,40,07,01012017,ES,ES4,ES41,ES416,512,15,18,14,28,18,25,29,28,29,37,38,47,30,28,19,15,38,56,272,9,7,9,7,14,14,19,19,10,20,18,27,21,17,10,7,14,30,240,6,11,5,21,4,11,10,9,19,17,20,20,9,11,9,8,24,26,448,64,59,0,48,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,2,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,272,237,35,32,0,24,0,0,1,0,0,6,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,211,29,27,0,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,40,07,56146848.6901855,35241.8106082488
5967,40074,Escarabajosa de Cabezas,40,07,01012017,ES,ES4,ES41,ES416,306,11,6,14,12,12,12,19,17,16,22,28,25,24,13,10,12,24,29,167,6,1,8,6,7,9,14,9,13,11,15,14,13,10,2,5,11,13,139,5,5,6,6,5,3,5,8,3,11,13,11,11,3,8,7,13,16,286,20,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,158,9,8,0,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,128,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,07,28271977.2026367,29293.1722244283
5968,40075,Escobar de Polendos,40,07,01012017,ES,ES4,ES41,ES416,177,2,3,3,6,7,5,10,10,6,16,15,15,12,12,14,5,16,20,95,0,2,2,4,4,4,6,6,5,10,8,7,7,6,8,2,5,9,82,2,1,1,2,3,1,4,4,1,6,7,8,5,6,6,3,11,11,172,5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,93,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,79,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,07,69901383.8071289,42394.2375279081
5969,40076,"Espinar, El",40,07,01012017,ES,ES4,ES41,ES416,9155,449,595,534,439,411,430,541,837,871,799,729,608,447,374,348,250,235,258,4678,249,304,268,218,203,237,290,427,459,433,393,310,235,188,174,118,102,70,4477,200,291,266,221,208,193,251,410,412,366,336,298,212,186,174,132,133,188,8074,1081,461,3,48,7,19,40,19,5,4,10,7,2,9,4,9,12,20,11,0,0,8,299,148,22,37,261,0,252,0,2,183,18,12,10,33,8,9,15,7,5,16,8,14,28,25,1,0,4678,4153,525,230,1,25,4,12,19,11,6,146,69,7,19,143,0,138,0,2,67,8,4,1,14,3,5,5,0,3,7,4,5,16,14,1,0,4477,3921,556,231,2,23,3,7,21,9,2,153,79,15,18,118,0,114,0,0,116,10,8,9,40,07,357353535.227783,103018.983560826
5970,40077,Espirdo,40,07,01012017,ES,ES4,ES41,ES416,1248,100,87,66,56,54,55,143,170,144,107,76,65,44,30,7,12,12,20,664,50,48,31,29,25,30,73,93,74,54,45,40,29,19,3,7,6,8,584,50,39,35,27,29,25,70,77,70,53,31,25,15,11,4,5,6,12,1135,113,72,0,25,2,5,22,1,0,0,0,0,1,1,0,0,1,13,1,0,0,0,3,9,4,1,13,0,13,0,0,16,2,0,2,2,0,0,2,0,3,4,0,0,3,3,0,0,664,599,65,43,0,15,2,2,13,9,0,1,3,1,0,8,0,8,0,0,9,1,0,0,1,0,0,2,0,2,3,0,0,2,2,0,0,584,536,48,29,0,10,0,3,9,4,0,2,6,3,1,5,0,5,0,0,7,1,0,2,40,07,45712356.2790527,30506.6470361471
5971,40078,Fresneda de Cuéllar,40,07,01012017,ES,ES4,ES41,ES416,173,3,1,0,5,6,5,12,11,7,12,14,25,16,10,11,10,12,13,97,1,0,0,2,3,4,9,7,3,8,7,14,11,8,8,4,5,3,76,2,1,0,3,3,1,3,4,4,4,7,11,5,2,3,6,7,10,163,10,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,97,93,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,70,6,5,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,40,07,20509239.703125,27759.9187499644
5972,40079,Fresno de Cantespino,40,07,01012017,ES,ES4,ES41,ES416,261,3,11,7,7,5,9,10,18,17,22,28,30,22,17,17,14,10,14,145,2,4,2,5,4,4,5,9,13,11,15,19,12,5,15,10,6,4,116,1,7,5,2,1,5,5,9,4,11,13,11,10,12,2,4,4,10,242,19,11,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,145,137,8,4,0,3,0,0,0,0,0,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,105,11,7,0,5,0,0,0,0,0,2,0,0,0,3,0,3,0,0,1,0,0,0,40,07,112556648.722168,51677.0554756928
5973,40080,Fresno de la Fuente,40,07,01012017,ES,ES4,ES41,ES416,74,3,3,3,1,2,5,5,6,1,4,4,8,7,4,3,3,4,8,43,3,3,3,1,1,3,1,3,1,0,2,4,7,2,1,2,2,4,31,0,0,0,0,1,2,4,3,0,4,2,4,0,2,2,1,2,4,58,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,34,9,9,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,7,6,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,40,07,31351915.4266357,25794.248657762
5974,40081,Frumales,40,07,01012017,ES,ES4,ES41,ES416,113,0,0,2,1,1,2,3,6,5,4,12,11,9,5,6,12,17,17,58,0,0,1,1,1,2,2,6,2,1,6,4,6,4,4,5,7,6,55,0,0,1,0,0,0,1,0,3,3,6,7,3,1,2,7,10,11,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,07,49168919.8703613,29615.6797559087
5975,40082,Fuente de Santa Cruz,40,07,01012017,ES,ES4,ES41,ES416,122,1,2,2,1,2,4,6,4,4,3,14,15,10,11,8,10,14,11,66,1,2,0,0,2,3,3,1,2,2,10,8,4,6,4,7,6,5,56,0,0,2,1,0,1,3,3,2,1,4,7,6,5,4,3,8,6,118,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,54,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,07,31167503.7722168,22800.0349389446
5976,40083,Fuente el Olmo de Fuentidueña,40,07,01012017,ES,ES4,ES41,ES416,170,4,3,1,1,6,10,10,11,18,26,21,12,7,3,5,5,15,12,76,3,2,1,0,2,8,4,5,4,6,7,8,4,3,3,3,7,6,94,1,1,0,1,4,2,6,6,14,20,14,4,3,0,2,2,8,6,78,92,90,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,76,48,28,27,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94,30,64,63,0,0,0,0,1,0,0,62,0,0,0,0,0,0,0,0,1,0,0,0,40,07,55457205.3635254,37523.6809839472
5977,40084,Fuente el Olmo de Íscar,40,07,01012017,ES,ES4,ES41,ES416,66,0,0,2,4,5,0,2,2,10,8,3,6,2,4,4,2,7,5,38,0,0,2,1,2,0,2,1,4,6,3,4,2,2,2,1,4,2,28,0,0,0,3,3,0,0,1,6,2,0,2,0,2,2,1,3,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,07,13825046.390625,16725.0970692077
5978,40086,Fuentepelayo,40,07,01012017,ES,ES4,ES41,ES416,860,22,36,43,45,36,37,38,43,55,83,83,63,54,32,43,39,41,67,456,16,19,24,26,22,18,21,23,29,45,47,39,29,17,16,21,17,27,404,6,17,19,19,14,19,17,20,26,38,36,24,25,15,27,18,24,40,789,71,65,0,49,1,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,456,421,35,33,0,24,1,0,6,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,368,36,32,0,25,0,0,6,0,0,1,0,0,0,2,0,2,0,0,2,0,0,0,40,07,54678731.0849609,29161.8374323099
5979,40087,Fuentepiñel,40,07,01012017,ES,ES4,ES41,ES416,97,3,0,0,0,3,4,2,5,8,4,7,11,2,8,9,8,10,13,51,1,0,0,0,1,4,1,4,4,2,3,7,2,3,5,6,3,5,46,2,0,0,0,2,0,1,1,4,2,4,4,0,5,4,2,7,8,94,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,43,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,40,07,21403379.6098633,22362.4291272411
5980,40088,Fuenterrebollo,40,07,01012017,ES,ES4,ES41,ES416,352,9,18,13,16,16,18,15,9,24,29,21,21,24,16,23,25,18,37,178,1,13,4,9,10,11,10,3,14,15,11,15,14,11,8,12,6,11,174,8,5,9,7,6,7,5,6,10,14,10,6,10,5,15,13,12,26,312,40,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,0,26,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,178,153,25,4,0,4,0,0,0,0,0,0,0,0,0,16,0,16,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,174,159,15,4,0,2,0,0,0,0,0,2,0,0,0,10,0,10,0,0,1,0,0,0,40,07,63697520.887085,38726.4337523445
5981,40089,Fuentesaúco de Fuentidueña,40,07,01012017,ES,ES4,ES41,ES416,240,4,5,4,4,9,13,18,7,17,9,16,16,18,24,23,9,18,26,127,2,2,1,1,5,9,12,5,9,6,8,8,10,15,12,4,10,8,113,2,3,3,3,4,4,6,2,8,3,8,8,8,9,11,5,8,18,233,7,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,127,125,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113,108,5,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,40,07,46029815.1860352,29990.3850315875
5982,40091,Fuentesoto,40,07,01012017,ES,ES4,ES41,ES416,113,0,2,1,2,4,0,5,1,9,10,11,10,10,8,13,9,7,11,61,0,1,0,1,3,0,2,1,6,4,6,7,8,4,9,3,3,3,52,0,1,1,1,1,0,3,0,3,6,5,3,2,4,4,6,4,8,111,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,60,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,51,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,07,53044760.3729248,37523.8238827794
5983,40092,Fuentidueña,40,07,01012017,ES,ES4,ES41,ES416,141,5,1,7,3,5,2,9,7,4,9,9,13,14,12,8,5,14,14,83,4,1,4,3,4,0,6,4,2,5,8,8,8,6,3,5,6,6,58,1,0,3,0,1,2,3,3,2,4,1,5,6,6,5,0,8,8,122,19,19,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,69,14,14,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,53,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,07,89852629.3549805,65756.2377324628
5984,40093,Gallegos,40,07,01012017,ES,ES4,ES41,ES416,92,4,2,2,3,5,5,5,2,2,6,15,11,2,2,4,4,8,10,50,2,2,2,0,2,1,4,1,0,5,6,10,0,1,2,0,4,8,42,2,0,0,3,3,4,1,1,2,1,9,1,2,1,2,4,4,2,84,8,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,46,4,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,38,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,40,07,38385543.5010986,31811.1743145369
5985,40094,Garcillán,40,07,01012017,ES,ES4,ES41,ES416,450,16,10,15,17,26,23,34,43,41,39,39,44,24,14,10,6,19,30,232,9,5,9,7,13,15,20,20,22,23,20,28,12,6,6,2,3,12,218,7,5,6,10,13,8,14,23,19,16,19,16,12,8,4,4,16,18,420,30,14,1,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,2,0,0,9,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,232,216,16,6,0,2,0,0,1,0,0,3,0,0,0,6,0,2,0,0,4,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,218,204,14,8,1,2,0,0,2,0,0,3,0,0,0,1,0,0,0,0,5,0,0,1,40,07,39366162.0698242,27578.8376610754
5986,40095,Gomezserracín,40,07,01012017,ES,ES4,ES41,ES416,699,22,29,25,37,32,52,58,45,53,56,49,49,33,31,26,25,38,39,364,9,15,10,21,22,27,27,28,27,35,23,22,25,17,15,10,18,13,335,13,14,15,16,10,25,31,17,26,21,26,27,8,14,11,15,20,26,540,159,129,0,42,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,19,1,1,0,0,11,0,3,0,5,0,0,2,0,1,0,0,0,0,0,0,0,364,275,89,66,0,18,0,0,1,0,0,47,0,0,0,19,1,1,0,0,4,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,335,265,70,63,0,24,0,0,2,0,0,37,0,0,0,0,0,0,0,0,7,0,2,0,40,07,53646870.0256348,37419.044713589
5987,40097,Grajera,40,07,01012017,ES,ES4,ES41,ES416,211,9,13,16,9,12,15,13,22,13,14,25,11,17,8,5,3,3,3,118,4,7,6,5,5,8,6,12,7,8,17,5,13,5,4,2,2,2,93,5,6,10,4,7,7,7,10,6,6,8,6,4,3,1,1,1,1,145,66,43,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,18,0,0,0,0,23,0,0,0,18,0,18,0,0,5,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,118,83,35,25,0,2,0,0,0,9,0,14,0,0,0,9,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93,62,31,18,0,0,0,0,0,9,0,9,0,0,0,9,0,9,0,0,4,0,0,2,40,07,22547823.3587646,22706.2162216341
5988,40099,Honrubia de la Cuesta,40,07,01012017,ES,ES4,ES41,ES416,58,0,0,3,0,1,2,6,2,5,3,4,7,9,4,3,2,4,3,32,0,0,2,0,0,1,4,2,2,1,2,4,7,3,2,0,1,1,26,0,0,1,0,1,1,2,0,3,2,2,3,2,1,1,2,3,2,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,40,07,37134849.4197998,26962.1952741952
5989,40100,Hontalbilla,40,07,01012017,ES,ES4,ES41,ES416,304,12,7,7,10,9,5,16,20,22,24,22,22,15,24,24,24,16,25,166,8,3,4,6,4,2,9,10,16,15,15,14,10,11,16,9,7,7,138,4,4,3,4,5,3,7,10,6,9,7,8,5,13,8,15,9,18,295,9,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,166,161,5,5,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,134,4,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,40,07,68111418.4450684,41740.6392842417
